id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	lo_ci	up_ci	or	or_lci95	or_uci95	qvalue
ebi-a-GCST90001394	PCOS	PCOS	IgD+ CD38dim B cell Absolute Count	MR Egger	15	-0.008714468	0.024815947	0.731091081	-0.057353724	0.039924788	0.991323393	0.944260003	1.040732496	1
ebi-a-GCST90001394	PCOS	PCOS	IgD+ CD38dim B cell Absolute Count	Weighted median	15	-0.002990974	0.0225076	0.894282534	-0.04710587	0.041123923	0.997013495	0.953986394	1.041981222	1
ebi-a-GCST90001395	PCOS	PCOS	IgD+ CD38- B cell %B cell	Inverse variance weighted	10	0.05700539	0.084304332	0.498922707	-0.108231101	0.222241881	1.058661516	0.897420177	1.24887342	1
ebi-a-GCST90001395	PCOS	PCOS	IgD+ CD38- B cell %B cell	MR Egger	10	0.163225693	0.270262248	0.56260539	-0.366488312	0.692939698	1.177302368	0.693164238	1.999585078	1
ebi-a-GCST90001395	PCOS	PCOS	IgD+ CD38- B cell %B cell	Weighted median	10	0.101183502	0.107288719	0.345632084	-0.109102387	0.311469392	1.106479665	0.896638609	1.365429992	1
ebi-a-GCST90001396	PCOS	PCOS	IgD+ CD38- B cell Absolute Count	Inverse variance weighted	6	0.026406005	0.087712884	0.763376004	-0.145511246	0.198323257	1.026757733	0.864580167	1.219356496	1
ebi-a-GCST90001396	PCOS	PCOS	IgD+ CD38- B cell Absolute Count	MR Egger	6	-0.031292921	0.194806599	0.880166426	-0.413113855	0.350528013	0.969191635	0.661586954	1.419817032	1
ebi-a-GCST90001396	PCOS	PCOS	IgD+ CD38- B cell Absolute Count	Weighted median	6	0.015245293	0.111495247	0.891240333	-0.203285392	0.233775978	1.015362095	0.816045315	1.263361439	1
ebi-a-GCST90001397	PCOS	PCOS	Unswitched memory B cell %B cell	Inverse variance weighted	17	-0.031349426	0.026616258	0.238864405	-0.083517291	0.02081844	0.969136872	0.919875181	1.021036655	1
ebi-a-GCST90001397	PCOS	PCOS	Unswitched memory B cell %B cell	MR Egger	17	-0.014839771	0.036059984	0.686503828	-0.085517341	0.055837798	0.985269796	0.918037224	1.057426153	1
ebi-a-GCST90001397	PCOS	PCOS	Unswitched memory B cell %B cell	Weighted median	17	-0.050252181	0.038143128	0.187683296	-0.125012712	0.024508351	0.950989573	0.882485684	1.024811149	1
ebi-a-GCST90001398	PCOS	PCOS	Unswitched memory B cell Absolute Count	Inverse variance weighted	10	-0.030433109	0.078237026	0.697286493	-0.18377768	0.122911462	0.970025316	0.832120781	1.130784299	1
ebi-a-GCST90001398	PCOS	PCOS	Unswitched memory B cell Absolute Count	MR Egger	10	-0.301430854	0.206539017	0.182565728	-0.706247326	0.103385619	0.739758976	0.493492644	1.108918947	1
ebi-a-GCST90001398	PCOS	PCOS	Unswitched memory B cell Absolute Count	Weighted median	10	-0.108879535	0.107081585	0.309253118	-0.318759441	0.101000371	0.896838449	0.727050427	1.106277053	1
ebi-a-GCST90001399	PCOS	PCOS	IgD- CD27- B cell %B cell	Inverse variance weighted	11	0.080468872	0.052797247	0.127480953	-0.023013732	0.183951476	1.083795109	0.977249064	1.201957498	1
ebi-a-GCST90001399	PCOS	PCOS	IgD- CD27- B cell %B cell	MR Egger	11	-0.064581914	0.111388574	0.576280863	-0.28290352	0.153739692	0.93745932	0.753592491	1.166187279	1
ebi-a-GCST90001399	PCOS	PCOS	IgD- CD27- B cell %B cell	Weighted median	11	0.06315846	0.067146812	0.346908588	-0.06844929	0.194766211	1.065195617	0.933840814	1.215026894	1
ebi-a-GCST90001400	PCOS	PCOS	IgD+ B cell Absolute Count	Inverse variance weighted	10	0.010069122	0.023078132	0.66261489	-0.035164017	0.055302261	1.010119987	0.965447054	1.056860014	1
ebi-a-GCST90001400	PCOS	PCOS	IgD+ B cell Absolute Count	MR Egger	10	0.011194183	0.028472169	0.70446917	-0.044611267	0.066999634	1.011257073	0.956369182	1.069295087	1
ebi-a-GCST90001400	PCOS	PCOS	IgD+ B cell Absolute Count	Weighted median	10	0.005151332	0.025106479	0.837431971	-0.044057366	0.05436003	1.005164623	0.956899062	1.055864677	1
ebi-a-GCST90001401	PCOS	PCOS	IgD- CD27- B cell Absolute Count	Inverse variance weighted	13	0.035926163	0.057988933	0.535564094	-0.077732145	0.14958447	1.036579305	0.925212216	1.161351566	1
ebi-a-GCST90001401	PCOS	PCOS	IgD- CD27- B cell Absolute Count	MR Egger	13	0.235501784	0.145189328	0.13308228	-0.049069299	0.520072866	1.265543638	0.952115146	1.682150218	1
ebi-a-GCST90001401	PCOS	PCOS	IgD- CD27- B cell Absolute Count	Weighted median	13	0.040354063	0.084209577	0.631789309	-0.124696708	0.205404835	1.041179352	0.882764598	1.22802211	1
ebi-a-GCST90001402	PCOS	PCOS	Switched memory B cell %B cell	Inverse variance weighted	9	0.065913454	0.054303478	0.224824864	-0.040521363	0.17234827	1.06813427	0.96028865	1.188091538	1
ebi-a-GCST90001402	PCOS	PCOS	Switched memory B cell %B cell	MR Egger	9	-0.036854944	0.081997364	0.666683108	-0.197569778	0.123859889	0.963815932	0.82072287	1.131857274	1
ebi-a-GCST90001402	PCOS	PCOS	Switched memory B cell %B cell	Weighted median	9	0.053610139	0.069326881	0.439347742	-0.082270548	0.189490825	1.05507319	0.921022745	1.208634035	1
ebi-a-GCST90001403	PCOS	PCOS	Switched memory B cell Absolute Count	Inverse variance weighted	10	0.10123967	0.07651987	0.185818508	-0.048739276	0.251218616	1.106541815	0.952429419	1.285591104	1
ebi-a-GCST90001403	PCOS	PCOS	Switched memory B cell Absolute Count	MR Egger	10	0.766768389	0.617558942	0.249547022	-0.443647137	1.977183914	2.152797994	0.64169181	7.222375493	1
ebi-a-GCST90001403	PCOS	PCOS	Switched memory B cell Absolute Count	Weighted median	10	0.120765593	0.102268485	0.23765512	-0.079680638	0.321211823	1.128360386	0.923411202	1.378797612	1
ebi-a-GCST90001404	PCOS	PCOS	Plasma Blast-Plasma Cell %B cell	Inverse variance weighted	17	0.049823586	0.029158593	0.087504643	-0.007327257	0.106974428	1.051085653	0.992699522	1.112905795	1
ebi-a-GCST90001404	PCOS	PCOS	Plasma Blast-Plasma Cell %B cell	MR Egger	17	0.014966369	0.036929209	0.690998973	-0.05741488	0.087347619	1.015078926	0.944202257	1.091275962	1
ebi-a-GCST90001404	PCOS	PCOS	Plasma Blast-Plasma Cell %B cell	Weighted median	17	0.025129452	0.035783377	0.482513242	-0.045005967	0.095264871	1.025447858	0.955991778	1.099950161	1
ebi-a-GCST90001405	PCOS	PCOS	Plasma Blast-Plasma Cell Absolute Count	Inverse variance weighted	10	0.028017091	0.028477956	0.325205605	-0.027799703	0.083833885	1.028413261	0.972583153	1.087448237	1
ebi-a-GCST90001405	PCOS	PCOS	Plasma Blast-Plasma Cell Absolute Count	MR Egger	10	0.045345449	0.033959678	0.218530941	-0.02121552	0.111906418	1.046389272	0.979007946	1.118408193	1
ebi-a-GCST90001405	PCOS	PCOS	Plasma Blast-Plasma Cell Absolute Count	Weighted median	10	0.04155646	0.041940231	0.321759046	-0.040646394	0.123759313	1.042432016	0.960168592	1.131743443	1
ebi-a-GCST90001406	PCOS	PCOS	Memory B cell %B cell	Inverse variance weighted	19	0.018359143	0.03588202	0.608893894	-0.051969617	0.088687902	1.018528708	0.949357711	1.092739561	1
ebi-a-GCST90001406	PCOS	PCOS	Memory B cell %B cell	MR Egger	19	0.012499012	0.055780943	0.825371212	-0.096831636	0.121829659	1.012577451	0.907708819	1.129561675	1
ebi-a-GCST90001406	PCOS	PCOS	Memory B cell %B cell	Weighted median	19	0.037515128	0.045760157	0.412318274	-0.052174779	0.127205035	1.038227703	0.949162959	1.135649842	1
ebi-a-GCST90001407	PCOS	PCOS	Memory B cell Absolute Count	Inverse variance weighted	7	-0.035775926	0.02624457	0.172827553	-0.087215282	0.015663431	0.964856469	0.916479773	1.015786746	1
ebi-a-GCST90001407	PCOS	PCOS	Memory B cell Absolute Count	MR Egger	7	-0.036879408	0.032877654	0.31294399	-0.10131961	0.027560793	0.963792354	0.903644173	1.027944105	1
ebi-a-GCST90001407	PCOS	PCOS	Memory B cell Absolute Count	Weighted median	7	-0.033351131	0.027478098	0.224848907	-0.087208203	0.020505941	0.967198886	0.916486261	1.020717632	1
ebi-a-GCST90001408	PCOS	PCOS	Naive-mature B cell %B cell	Inverse variance weighted	19	-0.029881814	0.038466459	0.437260378	-0.105276074	0.045512445	0.970560233	0.900076001	1.046564029	1
ebi-a-GCST90001408	PCOS	PCOS	Naive-mature B cell %B cell	MR Egger	19	-0.027580977	0.059125966	0.646795229	-0.143467871	0.088305917	0.972795905	0.866348635	1.092322231	1
ebi-a-GCST90001408	PCOS	PCOS	Naive-mature B cell %B cell	Weighted median	19	-0.031260005	0.046380272	0.500315404	-0.122165337	0.059645328	0.969223538	0.885002033	1.061460009	1
ebi-a-GCST90001409	PCOS	PCOS	Naive-mature B cell Absolute Count	Inverse variance weighted	13	0.009527164	0.054957165	0.862371468	-0.098188879	0.117243208	1.009572692	0.906477673	1.124392858	1
ebi-a-GCST90001409	PCOS	PCOS	Naive-mature B cell Absolute Count	MR Egger	13	0.131990957	0.100102584	0.214110899	-0.064210107	0.328192021	1.141098001	0.937807939	1.38845556	1
ebi-a-GCST90001409	PCOS	PCOS	Naive-mature B cell Absolute Count	Weighted median	13	0.018536707	0.075265467	0.805462119	-0.128983608	0.166057022	1.018709578	0.878988374	1.180640422	1
ebi-a-GCST90001410	PCOS	PCOS	IgD- CD38+ B cell %B cell	Inverse variance weighted	8	-0.044158457	0.063514889	0.486901307	-0.16864764	0.080330726	0.956802334	0.844806527	1.083645399	1
ebi-a-GCST90001410	PCOS	PCOS	IgD- CD38+ B cell %B cell	MR Egger	8	0.096748721	0.131162574	0.488574763	-0.160329923	0.353827365	1.101583534	0.851862693	1.424509245	1
ebi-a-GCST90001410	PCOS	PCOS	IgD- CD38+ B cell %B cell	Weighted median	8	-0.021246266	0.084010098	0.800344456	-0.185906058	0.143413526	0.978977846	0.830351596	1.154206997	1
ebi-a-GCST90001411	PCOS	PCOS	IgD+ CD24+ B cell %B cell	Inverse variance weighted	7	-0.101212943	0.074646531	0.175132214	-0.247520143	0.045094257	0.903740567	0.780734494	1.04612646	1
ebi-a-GCST90001411	PCOS	PCOS	IgD+ CD24+ B cell %B cell	MR Egger	7	-0.131427644	0.135262247	0.375850133	-0.396541648	0.133686359	0.876842717	0.672642262	1.143034261	1
ebi-a-GCST90001411	PCOS	PCOS	IgD+ CD24+ B cell %B cell	Weighted median	7	-0.087168322	0.08965564	0.330922721	-0.262893377	0.088556733	0.916522812	0.768823867	1.092596237	1
ebi-a-GCST90001412	PCOS	PCOS	IgD+ CD24+ B cell Absolute Count	Inverse variance weighted	13	0.038953315	0.065566397	0.552441987	-0.089556824	0.167463453	1.039721943	0.914336308	1.18230208	1
ebi-a-GCST90001412	PCOS	PCOS	IgD+ CD24+ B cell Absolute Count	MR Egger	13	-0.224704631	0.171000893	0.215570705	-0.55986638	0.110457119	0.798752111	0.571285394	1.116788459	1
ebi-a-GCST90001412	PCOS	PCOS	IgD+ CD24+ B cell Absolute Count	Weighted median	13	0.134941414	0.087893061	0.124712397	-0.037328986	0.307211813	1.144469732	0.963359152	1.359628925	1
ebi-a-GCST90001413	PCOS	PCOS	IgD- CD24- B cell %B cell	Inverse variance weighted	11	-0.006150649	0.029012741	0.832108427	-0.063015622	0.050714324	0.993868227	0.938928805	1.052022312	1
ebi-a-GCST90001413	PCOS	PCOS	IgD- CD24- B cell %B cell	MR Egger	11	0.017540328	0.03668739	0.643976535	-0.054366956	0.089447612	1.017695063	0.947084505	1.093570042	1
ebi-a-GCST90001413	PCOS	PCOS	IgD- CD24- B cell %B cell	Weighted median	11	-0.002987837	0.032545976	0.926854112	-0.06677795	0.060802276	0.997016623	0.935402885	1.062688775	1
ebi-a-GCST90001414	PCOS	PCOS	IgD- CD24- B cell Absolute Count	Inverse variance weighted	9	-0.039757193	0.04889666	0.416168713	-0.135594647	0.056080261	0.961022754	0.873196513	1.057682571	1
ebi-a-GCST90001414	PCOS	PCOS	IgD- CD24- B cell Absolute Count	MR Egger	9	-0.095717442	0.069972998	0.213629149	-0.232864519	0.041429635	0.908720746	0.792260903	1.042299817	1
ebi-a-GCST90001414	PCOS	PCOS	IgD- CD24- B cell Absolute Count	Weighted median	9	-0.043873714	0.061401863	0.474897089	-0.164221366	0.076473938	0.957074815	0.84855416	1.079474056	1
ebi-a-GCST90001415	PCOS	PCOS	IgD+ CD24- B cell %B cell	Inverse variance weighted	8	-0.071038261	0.08367026	0.395866596	-0.235031971	0.092955449	0.931426254	0.790545574	1.097412844	1
ebi-a-GCST90001415	PCOS	PCOS	IgD+ CD24- B cell %B cell	MR Egger	8	0.195365617	0.171990366	0.299320607	-0.1417355	0.532466734	1.215755406	0.867850773	1.703128296	1
ebi-a-GCST90001415	PCOS	PCOS	IgD+ CD24- B cell %B cell	Weighted median	8	-0.015479259	0.092935235	0.867716551	-0.197632319	0.166673801	0.984639929	0.820671543	1.181368841	1
ebi-a-GCST90001416	PCOS	PCOS	IgD+ CD24- B cell Absolute Count	Inverse variance weighted	10	-0.001058382	0.022538893	0.962546696	-0.045234612	0.043117849	0.998942178	0.95577322	1.044060929	1
ebi-a-GCST90001416	PCOS	PCOS	IgD+ CD24- B cell Absolute Count	MR Egger	10	0.001877423	0.028215806	0.948582341	-0.053425556	0.057180402	1.001879186	0.947976509	1.058846811	1
ebi-a-GCST90001416	PCOS	PCOS	IgD+ CD24- B cell Absolute Count	Weighted median	10	0.000324404	0.024580436	0.989470118	-0.047853252	0.048502059	1.000324456	0.953273668	1.049697533	1
ebi-a-GCST90001417	PCOS	PCOS	CD24+ CD27+ B cell %B cell	Inverse variance weighted	14	0.01560778	0.042264662	0.711914002	-0.067230959	0.098446518	1.015730217	0.934979235	1.103455388	1
ebi-a-GCST90001417	PCOS	PCOS	CD24+ CD27+ B cell %B cell	MR Egger	14	0.013148077	0.069931064	0.854006903	-0.123916808	0.150212961	1.013234893	0.883453334	1.162081695	1
ebi-a-GCST90001417	PCOS	PCOS	CD24+ CD27+ B cell %B cell	Weighted median	14	-0.002737232	0.061181988	0.964315199	-0.12265393	0.117179465	0.99726651	0.884569733	1.124321188	1
ebi-a-GCST90001418	PCOS	PCOS	CD24+ CD27+ B cell Absolute Count	Inverse variance weighted	10	-0.027689854	0.023010686	0.22884184	-0.072790798	0.017411091	0.972689996	0.929795324	1.017563548	1
ebi-a-GCST90001418	PCOS	PCOS	CD24+ CD27+ B cell Absolute Count	MR Egger	10	-0.031369697	0.026574808	0.271734521	-0.08345632	0.020716926	0.969117227	0.919931268	1.020933011	1
ebi-a-GCST90001418	PCOS	PCOS	CD24+ CD27+ B cell Absolute Count	Weighted median	10	-0.028561978	0.0252093	0.257216898	-0.077972206	0.02084825	0.971842059	0.924990135	1.021067093	1
ebi-a-GCST90001419	PCOS	PCOS	CD20- B cell %B cell	Inverse variance weighted	7	0.013014819	0.041644891	0.754646128	-0.068609166	0.094638805	1.013099881	0.933691527	1.099261736	1
ebi-a-GCST90001419	PCOS	PCOS	CD20- B cell %B cell	MR Egger	7	-0.022661349	0.050124966	0.670136576	-0.120906282	0.075583585	0.977593491	0.886117001	1.078513371	1
ebi-a-GCST90001419	PCOS	PCOS	CD20- B cell %B cell	Weighted median	7	0.003398918	0.04643671	0.941651244	-0.087617034	0.094414869	1.0034047	0.916111649	1.099015599	1
ebi-a-GCST90001420	PCOS	PCOS	IgD- CD38+ B cell Absolute Count	Inverse variance weighted	9	0.017341968	0.059244189	0.769736058	-0.098776641	0.133460578	1.017493213	0.905945036	1.142776215	1
ebi-a-GCST90001420	PCOS	PCOS	IgD- CD38+ B cell Absolute Count	MR Egger	9	0.095066222	0.093123974	0.34130104	-0.087456768	0.277589211	1.099731679	0.916258483	1.319943867	1
ebi-a-GCST90001420	PCOS	PCOS	IgD- CD38+ B cell Absolute Count	Weighted median	9	0.065087664	0.072829523	0.371483019	-0.077658201	0.20783353	1.06725258	0.925280632	1.231008227	1
ebi-a-GCST90001421	PCOS	PCOS	CD20- B cell Absolute Count	Inverse variance weighted	8	-0.055228398	0.03846307	0.15103616	-0.130616016	0.02015922	0.946268997	0.877554677	1.020363789	1
ebi-a-GCST90001421	PCOS	PCOS	CD20- B cell Absolute Count	MR Egger	8	-0.055335021	0.051231447	0.321590226	-0.155748657	0.045078616	0.946168109	0.855774256	1.046110098	1
ebi-a-GCST90001421	PCOS	PCOS	CD20- B cell Absolute Count	Weighted median	8	-0.067277954	0.038455592	0.080205096	-0.142650913	0.008095006	0.934935297	0.867056694	1.008127859	1
ebi-a-GCST90001422	PCOS	PCOS	CD20- CD38- B cell %B cell	Inverse variance weighted	11	-0.028279155	0.04312948	0.51202978	-0.112812936	0.056254626	0.972116958	0.893317752	1.05786701	1
ebi-a-GCST90001422	PCOS	PCOS	CD20- CD38- B cell %B cell	MR Egger	11	-0.084246953	0.058427268	0.183205046	-0.198764398	0.030270491	0.919204228	0.819743004	1.030733301	1
ebi-a-GCST90001422	PCOS	PCOS	CD20- CD38- B cell %B cell	Weighted median	11	-0.067819006	0.055154724	0.218841783	-0.175922265	0.040284253	0.934429584	0.838683176	1.04110667	1
ebi-a-GCST90001423	PCOS	PCOS	CD20- CD38- B cell Absolute Count	Inverse variance weighted	8	-0.032651135	0.077922905	0.675202647	-0.185380029	0.120077759	0.967876159	0.8307885	1.127584528	1
ebi-a-GCST90001423	PCOS	PCOS	CD20- CD38- B cell Absolute Count	MR Egger	8	-0.129129463	0.174266491	0.486676893	-0.470691786	0.21243286	0.878860178	0.62457005	1.236683079	1
ebi-a-GCST90001423	PCOS	PCOS	CD20- CD38- B cell Absolute Count	Weighted median	8	-0.031867351	0.097121995	0.742823408	-0.222226462	0.15849176	0.968635062	0.800734008	1.171742269	1
ebi-a-GCST90001424	PCOS	PCOS	IgD+ B cell %Lymphocyte	Inverse variance weighted	10	6.80E-05	0.02223427	0.997558326	-0.043511128	0.04364721	1.000068043	0.9574219	1.04461376	1
ebi-a-GCST90001424	PCOS	PCOS	IgD+ B cell %Lymphocyte	MR Egger	10	0.006816629	0.025315843	0.79454147	-0.042802424	0.056435682	1.006839915	0.95810067	1.05805856	1
ebi-a-GCST90001424	PCOS	PCOS	IgD+ B cell %Lymphocyte	Weighted median	10	0.001317288	0.025076184	0.958105248	-0.047832033	0.050466608	1.001318156	0.953293896	1.051761743	1
ebi-a-GCST90001425	PCOS	PCOS	IgD- CD38+ B cell %lymphocyte	Inverse variance weighted	14	0.072396828	0.044204385	0.101468681	-0.014243767	0.159037424	1.075081882	0.985857196	1.172381821	1
ebi-a-GCST90001425	PCOS	PCOS	IgD- CD38+ B cell %lymphocyte	MR Egger	14	0.126582608	0.057355634	0.047537712	0.014165565	0.238999651	1.134943203	1.014266372	1.269978093	1
ebi-a-GCST90001425	PCOS	PCOS	IgD- CD38+ B cell %lymphocyte	Weighted median	14	0.102681416	0.058406879	0.078741326	-0.011796067	0.217158899	1.108138318	0.988273234	1.242541525	1
ebi-a-GCST90001426	PCOS	PCOS	IgD- CD38dim B cell %lymphocyte	Inverse variance weighted	13	-0.042851872	0.032463452	0.186833838	-0.106480239	0.020776495	0.958053294	0.898992813	1.020993829	1
ebi-a-GCST90001426	PCOS	PCOS	IgD- CD38dim B cell %lymphocyte	MR Egger	13	-0.053853534	0.041774248	0.223793204	-0.13573106	0.028023993	0.947570884	0.873077406	1.028420359	1
ebi-a-GCST90001426	PCOS	PCOS	IgD- CD38dim B cell %lymphocyte	Weighted median	13	-0.045149155	0.045152201	0.317343149	-0.133647468	0.043349158	0.9558549	0.87489844	1.044302458	1
ebi-a-GCST90001427	PCOS	PCOS	IgD- CD38- B cell %lymphocyte	Inverse variance weighted	11	-0.011672885	0.057798396	0.839949063	-0.124957742	0.101611971	0.988394979	0.882534196	1.106953859	1
ebi-a-GCST90001427	PCOS	PCOS	IgD- CD38- B cell %lymphocyte	MR Egger	11	-0.073511325	0.094366541	0.455974509	-0.258469745	0.111447095	0.929125623	0.772232394	1.1178946	1
ebi-a-GCST90001427	PCOS	PCOS	IgD- CD38- B cell %lymphocyte	Weighted median	11	-0.028896798	0.07978936	0.717229816	-0.185283944	0.127490348	0.971516722	0.83086833	1.135973904	1
ebi-a-GCST90001428	PCOS	PCOS	IgD- CD38dim B cell %B cell	Inverse variance weighted	12	0.031610271	0.067804397	0.641073812	-0.101286347	0.16450689	1.032115182	0.903674231	1.178811691	1
ebi-a-GCST90001428	PCOS	PCOS	IgD- CD38dim B cell %B cell	MR Egger	12	-0.055028866	0.143717076	0.709809047	-0.336714334	0.226656603	0.946457827	0.714112808	1.254399037	1
ebi-a-GCST90001428	PCOS	PCOS	IgD- CD38dim B cell %B cell	Weighted median	12	-0.001297511	0.090816315	0.98860085	-0.179297487	0.176702465	0.99870333	0.835857205	1.193276	1
ebi-a-GCST90001429	PCOS	PCOS	IgD+ CD38+ B cell %lymphocyte	Inverse variance weighted	12	-0.06937268	0.038065939	0.068389086	-0.143981921	0.005236561	0.932978912	0.865903403	1.005250295	1
ebi-a-GCST90001429	PCOS	PCOS	IgD+ CD38+ B cell %lymphocyte	MR Egger	12	-0.055463787	0.048204946	0.276673825	-0.149945482	0.039017907	0.946046282	0.860754902	1.039789103	1
ebi-a-GCST90001429	PCOS	PCOS	IgD+ CD38+ B cell %lymphocyte	Weighted median	12	-0.046941998	0.049533661	0.343293022	-0.144027972	0.050143977	0.954142739	0.865863528	1.051422466	1
ebi-a-GCST90001430	PCOS	PCOS	IgD+ CD38dim B cell %lymphocyte	Inverse variance weighted	19	-0.01021932	0.021808883	0.639366135	-0.052964731	0.03252609	0.989832719	0.948413462	1.033060845	1
ebi-a-GCST90001430	PCOS	PCOS	IgD+ CD38dim B cell %lymphocyte	MR Egger	19	-0.005377961	0.025184166	0.833441724	-0.054738926	0.043983004	0.994636474	0.946732283	1.044964595	1
ebi-a-GCST90001430	PCOS	PCOS	IgD+ CD38dim B cell %lymphocyte	Weighted median	19	-0.005922498	0.02577443	0.818261234	-0.05644038	0.044595384	0.994095005	0.945122831	1.045604706	1
ebi-a-GCST90001431	PCOS	PCOS	IgD+ CD38- B cell %lymphocyte	Inverse variance weighted	11	-0.096439743	0.077545241	0.213625542	-0.248428416	0.05554893	0.908064614	0.780025697	1.057120741	1
ebi-a-GCST90001431	PCOS	PCOS	IgD+ CD38- B cell %lymphocyte	MR Egger	11	-0.09656847	0.184185586	0.61273645	-0.457572219	0.264435279	0.907947728	0.632818126	1.302695109	1
ebi-a-GCST90001431	PCOS	PCOS	IgD+ CD38- B cell %lymphocyte	Weighted median	11	-0.066142892	0.095830649	0.49006463	-0.253970965	0.12168518	0.935997108	0.775714324	1.129398489	1
ebi-a-GCST90001432	PCOS	PCOS	Unswitched memory B cell %lymphocyte	Inverse variance weighted	12	0.014640035	0.064910257	0.821557112	-0.11258407	0.141864139	1.014747725	0.893522225	1.152420069	1
ebi-a-GCST90001432	PCOS	PCOS	Unswitched memory B cell %lymphocyte	MR Egger	12	-0.107352426	0.15810585	0.512551436	-0.417239892	0.20253504	0.898209065	0.658862845	1.224502991	1
ebi-a-GCST90001432	PCOS	PCOS	Unswitched memory B cell %lymphocyte	Weighted median	12	-0.090506738	0.086862521	0.297433079	-0.260757279	0.079743804	0.913468179	0.770467905	1.083009569	1
ebi-a-GCST90001433	PCOS	PCOS	IgD- CD27- B cell %lymphocyte	Inverse variance weighted	14	0.015206418	0.055131109	0.782684152	-0.092850556	0.123263392	1.015322624	0.911329683	1.131182326	1
ebi-a-GCST90001433	PCOS	PCOS	IgD- CD27- B cell %lymphocyte	MR Egger	14	-0.137838293	0.153836589	0.387871227	-0.439358006	0.163681421	0.871239566	0.644450021	1.17783902	1
ebi-a-GCST90001433	PCOS	PCOS	IgD- CD27- B cell %lymphocyte	Weighted median	14	0.046720328	0.070357323	0.506662428	-0.091180025	0.184620681	1.047828919	0.912853359	1.202762123	1
ebi-a-GCST90001434	PCOS	PCOS	Switched memory B cell %lymphocyte	Inverse variance weighted	8	-0.001095739	0.049606193	0.982377151	-0.098323877	0.096132399	0.998904861	0.906355308	1.100904813	1
ebi-a-GCST90001434	PCOS	PCOS	Switched memory B cell %lymphocyte	MR Egger	8	-0.003213776	0.075966486	0.967628101	-0.15210809	0.145680537	0.996791382	0.858895438	1.156826566	1
ebi-a-GCST90001434	PCOS	PCOS	Switched memory B cell %lymphocyte	Weighted median	8	-0.003081171	0.060647032	0.959480923	-0.121949354	0.115787012	0.996923571	0.885193199	1.122756713	1
ebi-a-GCST90001435	PCOS	PCOS	Plasma Blast-Plasma Cell %lymphocyte	Inverse variance weighted	12	0.03153687	0.023280396	0.175527991	-0.014092707	0.077166446	1.032039426	0.98600613	1.080221861	1
ebi-a-GCST90001435	PCOS	PCOS	Plasma Blast-Plasma Cell %lymphocyte	MR Egger	12	0.039435894	0.028905691	0.202388906	-0.017219261	0.096091048	1.040223812	0.982928144	1.10085929	1
ebi-a-GCST90001435	PCOS	PCOS	Plasma Blast-Plasma Cell %lymphocyte	Weighted median	12	0.02348769	0.027603514	0.394827712	-0.030615197	0.077590578	1.023765699	0.969848702	1.080680114	1
ebi-a-GCST90001436	PCOS	PCOS	Memory B cell %lymphocyte	Inverse variance weighted	13	-0.026995904	0.022815796	0.236725484	-0.071714864	0.017723056	0.973365229	0.930796262	1.017881042	1
