id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	lo_ci	up_ci	or	or_lci95	or_uci95	qvalue
ebi-a-GCST90001676	PCOS	PCOS	CD28- CD25++ CD8+ T cell %T cell	Inverse variance weighted	5	0.298251414	0.149411634	0.045915136	0.005404611	0.591098216	1.347500525	1.005419242	1.805970673	1
ebi-a-GCST90001624	PCOS	PCOS	HLA DR+ CD4+ T cell Absolute Count	Inverse variance weighted	12	-0.134483552	0.067454285	0.046184939	-0.26669395	-0.002273154	0.874167257	0.765907442	0.997729428	1
ebi-a-GCST90001418	PCOS	PCOS	CD24+ CD27+ B cell Absolute Count	MR Egger	12	-0.074093177	0.033865942	0.053531376	-0.140470423	-0.007715931	0.928585167	0.868949366	0.992313761	1
ebi-a-GCST90001418	PCOS	PCOS	CD24+ CD27+ B cell Absolute Count	Weighted median	12	-0.06093809	0.03785856	0.107479712	-0.135140868	0.013264687	0.940881488	0.873592842	1.013353053	1
ebi-a-GCST90001419	PCOS	PCOS	CD20- B cell %B cell	MR Egger	9	-0.118953979	0.074067315	0.152303502	-0.264125916	0.026217959	0.88784866	0.767876845	1.026564673	1
ebi-a-GCST90001419	PCOS	PCOS	CD20- B cell %B cell	Weighted median	9	-0.108427773	0.07024593	0.12269853	-0.246109795	0.029254249	0.897243698	0.781836378	1.029686358	1
ebi-a-GCST90001512	PCOS	PCOS	CD25++ CD45RA- CD4 not regulatory T cell %T cell	Inverse variance weighted	14	0.061123575	0.030680086	0.046339442	0.000990606	0.121256544	1.06303027	1.000991097	1.128914491	1
ebi-a-GCST90001420	PCOS	PCOS	IgD- CD38+ B cell Absolute Count	MR Egger	11	-0.020192459	0.061998127	0.752100125	-0.141708787	0.10132387	0.980010044	0.867873956	1.106634989	1
ebi-a-GCST90001420	PCOS	PCOS	IgD- CD38+ B cell Absolute Count	Weighted median	11	-0.039501283	0.060484072	0.513701031	-0.158050064	0.079047499	0.961268721	0.853807035	1.082255727	1
ebi-a-GCST90001981	PCOS	PCOS	CD40 on CD14+ CD16+ monocyte	Inverse variance weighted	15	-0.077078155	0.038760885	0.046750333	-0.153049489	-0.00110682	0.925817494	0.858087255	0.998893792	1
ebi-a-GCST90001836	PCOS	PCOS	CD66b on CD66b++ myeloid cell	Inverse variance weighted	16	0.078938908	0.040002237	0.048454295	0.000534523	0.157343292	1.08213821	1.000534666	1.170397333	1
ebi-a-GCST90001421	PCOS	PCOS	CD20- B cell Absolute Count	MR Egger	12	-0.15698803	0.049236325	0.009679425	-0.253491226	-0.060484834	0.85471429	0.776086554	0.941308045	1
ebi-a-GCST90001421	PCOS	PCOS	CD20- B cell Absolute Count	Weighted median	12	-0.125132812	0.055503895	0.024165545	-0.233920447	-0.016345178	0.882379704	0.791424774	0.983787679	1
ebi-a-GCST90001422	PCOS	PCOS	CD20- CD38- B cell %B cell	MR Egger	12	-0.025014986	0.076587579	0.750689132	-0.175126641	0.125096669	0.975295296	0.839350718	1.133257998	1
ebi-a-GCST90001422	PCOS	PCOS	CD20- CD38- B cell %B cell	Weighted median	12	-0.044774739	0.065876554	0.496709382	-0.173892784	0.084343306	0.956212855	0.840386996	1.088002348	1
ebi-a-GCST90001551	PCOS	PCOS	Naive CD8+ T cell Absolute Count	Inverse variance weighted	20	-0.020070602	0.010222142	0.04959461	-0.040106	-3.52E-05	0.980129471	0.960687601	0.999964796	1
ebi-a-GCST90001423	PCOS	PCOS	CD20- CD38- B cell Absolute Count	MR Egger	10	-0.072295724	0.342233137	0.837976532	-0.743072672	0.598481224	0.930255756	0.475650151	1.819353511	1
ebi-a-GCST90001423	PCOS	PCOS	CD20- CD38- B cell Absolute Count	Weighted median	10	-0.142181515	0.145722323	0.329212321	-0.427797269	0.143434239	0.867463784	0.651943571	1.154230904	1
ebi-a-GCST90001903	PCOS	PCOS	CD86 on myeloid Dendritic Cell	Inverse variance weighted	10	0.14053306	0.072043682	0.051096958	-0.000672557	0.281738677	1.150887127	0.999327669	1.325432309	1
ebi-a-GCST90001424	PCOS	PCOS	IgD+ B cell %Lymphocyte	MR Egger	14	-0.016224312	0.037304953	0.67134607	-0.089342021	0.056893397	0.983906593	0.914532731	1.05854296	1
ebi-a-GCST90001424	PCOS	PCOS	IgD+ B cell %Lymphocyte	Weighted median	14	-0.0309673	0.038755194	0.424261974	-0.10692748	0.044992879	0.969507275	0.898590837	1.046020411	1
ebi-a-GCST90001608	PCOS	PCOS	CD4+CD8+ T cell %leukocyte	Inverse variance weighted	14	-0.168196542	0.086815815	0.052697054	-0.33835554	0.001962455	0.845187703	0.712941764	1.001964382	1
ebi-a-GCST90001425	PCOS	PCOS	IgD- CD38+ B cell %lymphocyte	MR Egger	17	-0.011647384	0.054173382	0.832661608	-0.117827213	0.094532444	0.988420184	0.888849621	1.099144824	1
ebi-a-GCST90001425	PCOS	PCOS	IgD- CD38+ B cell %lymphocyte	Weighted median	17	-0.058809391	0.063672847	0.355685212	-0.18360817	0.065989389	0.942886475	0.832261845	1.068215382	1
ebi-a-GCST90001914	PCOS	PCOS	CD45 on lymphocyte	Inverse variance weighted	14	-0.118527837	0.061445833	0.053733237	-0.238961671	0.001905996	0.888227089	0.787445064	1.001907814	1
ebi-a-GCST90001426	PCOS	PCOS	IgD- CD38dim B cell %lymphocyte	MR Egger	14	-0.076694394	0.056271282	0.197929723	-0.186986107	0.03359732	0.926172855	0.82945526	1.034168084	1
ebi-a-GCST90001426	PCOS	PCOS	IgD- CD38dim B cell %lymphocyte	Weighted median	14	-0.035845101	0.057630845	0.533956525	-0.148801557	0.077111355	0.964789727	0.861740104	1.080162351	1
ebi-a-GCST90001744	PCOS	PCOS	CD20 on CD20- CD38- B cell	Inverse variance weighted	7	0.130980216	0.068867945	0.057183713	-0.004000956	0.265961387	1.139945228	0.996007038	1.30468468	1
ebi-a-GCST90001427	PCOS	PCOS	IgD- CD38- B cell %lymphocyte	MR Egger	13	-0.11516891	0.144146028	0.441215995	-0.397695125	0.167357306	0.891215596	0.671866832	1.182176588	1
ebi-a-GCST90001427	PCOS	PCOS	IgD- CD38- B cell %lymphocyte	Weighted median	13	-0.061542972	0.105839066	0.560919081	-0.268987542	0.145901597	0.940312538	0.764152776	1.157082322	1
ebi-a-GCST90001503	PCOS	PCOS	Activated & secreting CD4 regulatory T cell %CD4+ T cell	Inverse variance weighted	19	0.035564983	0.018708404	0.057299864	-0.001103489	0.072233455	1.036204982	0.99889712	1.074906257	1
ebi-a-GCST90001428	PCOS	PCOS	IgD- CD38dim B cell %B cell	MR Egger	12	-0.013569216	0.136031963	0.922514053	-0.280191864	0.253053432	0.986522431	0.755638748	1.287952093	1
ebi-a-GCST90001428	PCOS	PCOS	IgD- CD38dim B cell %B cell	Weighted median	12	0.040803933	0.10726481	0.703645755	-0.169435095	0.25104296	1.041647852	0.844141542	1.285365303	1
ebi-a-GCST90001552	PCOS	PCOS	Naive CD8+ T cell %CD8+ T cell	Inverse variance weighted	20	-0.017583361	0.009265385	0.057729347	-0.035743516	0.000576793	0.982570324	0.96488774	1.000576959	1
ebi-a-GCST90001429	PCOS	PCOS	IgD+ CD38+ B cell %lymphocyte	MR Egger	14	0.044094108	0.099066899	0.66417418	-0.150077015	0.238265231	1.045080701	0.860641692	1.269045738	1
ebi-a-GCST90001429	PCOS	PCOS	IgD+ CD38+ B cell %lymphocyte	Weighted median	14	0.027098095	0.082196326	0.741645351	-0.134006704	0.188202894	1.027468587	0.874584201	1.2070784	1
ebi-a-GCST90001609	PCOS	PCOS	CD4+ CD8dim T cell Absolute Count	Inverse variance weighted	7	-0.211651497	0.112086922	0.058988366	-0.431341865	0.00803887	0.809246673	0.649636785	1.008071269	1
ebi-a-GCST90001430	PCOS	PCOS	IgD+ CD38dim B cell %lymphocyte	MR Egger	20	-0.003460376	0.040383059	0.932659741	-0.082611173	0.07569042	0.996545604	0.920709075	1.0786286	1
ebi-a-GCST90001430	PCOS	PCOS	IgD+ CD38dim B cell %lymphocyte	Weighted median	20	-0.015869293	0.037428823	0.671576103	-0.089229786	0.0574912	0.984255961	0.914635379	1.05917595	1
ebi-a-GCST90001463	PCOS	PCOS	CD62L- Dendritic Cell %Dendritic Cell	Inverse variance weighted	11	0.112846827	0.060323272	0.061386488	-0.005386787	0.231080441	1.119460449	0.994627696	1.259960588	1
ebi-a-GCST90001431	PCOS	PCOS	IgD+ CD38- B cell %lymphocyte	MR Egger	13	-0.144439387	0.211386075	0.50855604	-0.558756094	0.26987732	0.865507372	0.571920037	1.309803754	1
ebi-a-GCST90001431	PCOS	PCOS	IgD+ CD38- B cell %lymphocyte	Weighted median	13	-0.209516961	0.124898962	0.093446389	-0.454318927	0.035285005	0.810975884	0.63488022	1.035914908	1
ebi-a-GCST90001896	PCOS	PCOS	CD28 on CD28+ CD45RA+ CD8+ T cell	Inverse variance weighted	9	-0.101931452	0.054548834	0.061674654	-0.208847166	0.004984262	0.903091455	0.811519254	1.004996704	1
ebi-a-GCST90001432	PCOS	PCOS	Unswitched memory B cell %lymphocyte	MR Egger	15	-0.265312624	0.169494798	0.141518219	-0.597522427	0.06689718	0.766966141	0.550173043	1.069185539	1
ebi-a-GCST90001432	PCOS	PCOS	Unswitched memory B cell %lymphocyte	Weighted median	15	-0.137840117	0.112962286	0.222377204	-0.359246197	0.083565963	0.871237977	0.698202435	1.087156925	1
ebi-a-GCST90002080	PCOS	PCOS	SSC-A on T cell	Inverse variance weighted	13	-0.192640683	0.104509515	0.065287604	-0.397479333	0.012197967	0.824778278	0.672011831	1.012272666	1
ebi-a-GCST90001433	PCOS	PCOS	IgD- CD27- B cell %lymphocyte	MR Egger	14	0.281475028	0.198666696	0.181970108	-0.107911695	0.670861752	1.325082907	0.897706865	1.955922115	1
ebi-a-GCST90001433	PCOS	PCOS	IgD- CD27- B cell %lymphocyte	Weighted median	14	0.066005926	0.09334889	0.479511485	-0.116957898	0.248969751	1.068233048	0.889622647	1.282703232	1
ebi-a-GCST90001724	PCOS	PCOS	CD19 on IgD+ CD24+ B cell	Inverse variance weighted	19	0.060219768	0.03278565	0.066243537	-0.004040105	0.124479642	1.06206993	0.995968045	1.132558963	1
ebi-a-GCST90001434	PCOS	PCOS	Switched memory B cell %lymphocyte	MR Egger	10	-0.005979135	0.092067396	0.949812882	-0.186431232	0.174472962	0.994038705	0.829915632	1.190618551	1
ebi-a-GCST90001434	PCOS	PCOS	Switched memory B cell %lymphocyte	Weighted median	10	0.043354006	0.078495855	0.580736326	-0.11049787	0.197205882	1.044307521	0.895388238	1.217994778	1
ebi-a-GCST90001436	PCOS	PCOS	Memory B cell %lymphocyte	Inverse variance weighted	16	-0.060529168	0.03300231	0.066640812	-0.125213696	0.00415536	0.941266314	0.882308336	1.004164006	1
ebi-a-GCST90001435	PCOS	PCOS	Plasma Blast-Plasma Cell %lymphocyte	MR Egger	12	-0.00871787	0.041859873	0.839204067	-0.090763222	0.073327481	0.99132002	0.913233919	1.076082876	1
ebi-a-GCST90001435	PCOS	PCOS	Plasma Blast-Plasma Cell %lymphocyte	Weighted median	12	-0.038769854	0.039769648	0.329629518	-0.116718364	0.039178655	0.961972077	0.889835768	1.039956261	1
ebi-a-GCST90001584	PCOS	PCOS	CD14- CD16+ monocyte %monocyte	Inverse variance weighted	11	-0.142214357	0.078463438	0.069910203	-0.296002695	0.011573982	0.867435296	0.743785423	1.01164122	1
